,main_rubric,rubric,title,text
2384,Происшествия,Происшествия,Две домашние собаки загрызли пенсионерку в селе Хадакта Забайкальском крае,Следственный комитет возбудил уголовное дело по факту гибели пожилой женщины в селе Хадакта в Забайкальском крае.
2385,Происшествия,Происшествия,В Забайкалье пенсионерка погибла после нападения двух собак,"Жительница села Хадакта Улетовского района Забайкальского края погибла при нападении двух собак, возбуждено уголовное дело, сообщила в четверг пресс-служба следственного управления СК РФ по региону."
2386,Происшествия,Происшествия,Жительница Забайкалья погибла в результате нападения собак,"Две собаки, которых владелец не держал на привязи, загрызли пенсионерку."
2387,Происшествия,Происшествия,Пожилая жительница села Хадакта могла погибнуть до нападения собак,"По информации источников, рассматривается версия, что собаки грызли уже труп пожилой женщины, погибшей от переохлаждения."
2388,Происшествия,Происшествия,В Забайкалье домашние собаки насмерть загрызли пенсионерку,"""По данным следствия, две собаки, от которых пострадала пенсионерка, содержатся в частном доме без цепи, - сообщили в СУ СК России по Забайкалью."
2389,Происшествия,Происшествия,Загрызли до смерти: в Забайкалье пенсионерка умерла от укусов собак,После укусов собак скончалась пожилая жительница Забайкалья.
2390,Происшествия,Происшествия,Собаки насмерть загрызли пенсионерку в Забайкальском крае,"Следователи возбудили уголовное дело по факту смерти женщины из-за нападения собак, сообщает «МК в Чите» со ссылкой на пресс-службу СУ СКР по Забайкальскому краю."
2391,Происшествия,Происшествия,68-летнюю женщину насмерть загрызли домашние собаки в Забайкалье,"Выяснилось, что женщина погибла накануне поздним вечером."
2392,Происшествия,Происшествия,Собаки в Хадакте могли грызть уже погибшую от мороза женщину — источник,"Пожилая жительница из села Хадакта Улётовского района могла погибнуть еще до нападения собак — рассматривается версия, что женщина погибла от холода, а не от укусов."
2393,Происшествия,Происшествия,Собаки насмерть загрызли пожилую жительницу Забайкалья,В Забайкальском крае собаки насмерть загрызли пожилую женщину.
2394,Происшествия,Происшествия,Соседские собаки на самовыгуле насмерть загрызли женщину в Забайкалье,Соседские собаки на самовыгуле насмерть загрызли женщину в Забайкальском крае.
2395,Происшествия,Происшествия,В Забайкальском крае собаки насмерть загрызли пенсионерку,"Согласно версии следствия, вечером 14 декабря россиянка пострадала от нападения собак, которые содержатся в частном доме без привязи."
2396,Происшествия,Происшествия,Собаки загрызли пенсионерку в Забайкалье,"– По данным следствия, 14 декабря 2022 года поздним вечером 68-летняя женщина, жительница села Хадакта, пострадала от нападения двух собак, которые содержатся в частном домовладении без привязи, – рассказали в СУ СК РФ по Забайкальскому краю."
2397,Происшествия,Происшествия,"Пенсионерка из Хадакты могла погибнуть от мороза, а не от укусов собак — источник","Пожилая жительница села Хадакта Улётовского района могла погибнуть от холода, а не от укусов цепных собак."
2398,Происшествия,Происшествия,В Забайкальском крае собаки насмерть загрызли 68-летнюю пенсионерку,В Забайкальском крае 68-летняя местная жительница скончалась после нападения собак.
2399,Происшествия,Происшествия,В Забайкалье собаки загрызли женщину насмерть,"В Забайкальском крае следователи возбудили уголовное дело после гибели местной жительницы, на которую напали собаки."
2400,Происшествия,Происшествия,В Забайкальском крае две домашние собаки насмерть загрызли 68-летнюю женщину,В селе Хадакта Забайкальского края две домашние собаки насмерть загрызли 68-летнюю женщину.
2401,Происшествия,Происшествия,Домашние собаки загрызли жительницу одного из сел в Забайкалье,"В четверг, 15 декабря, около 09:39 в селе Хадакта Улетовского района Забайкалья обнаружили тело женщины с характерными для укусов животных следами."
2402,Происшествия,Происшествия,В Забайкалье собаки насмерть загрызли женщину,"В Забайкальском крае возбуждено уголовное дело после смерти местной жительницы, скончавшейся в результате нападения собак."
2403,Происшествия,Происшествия,Домашние собаки убили женщину в Забайкалье,"«По данным следствия, 14 декабря 2022 года поздним вечером 68-летняя жительница села Хадакта пострадала от нападения двух собак, которые содержатся в частном домовладении без привязи», — сообщили в СК."
2404,Происшествия,Происшествия,Собаки насмерть загрызли женщину в Забайкалье,В Забайкалье сельчанку насмерть загрызли собаки.
2405,Происшествия,Происшествия,В Забайкалье собаки насмерть загрызли женщину,"По информации ведомства, инцидент произошел поздним вечером среды: на 68-летнюю жительницу села напали собаки, содержащиеся в частном домовладении без привязи."
2406,Происшествия,Происшествия,"В Забайкалье возбудили дело после смерти женщины, на которую напали собаки в селе Хадакта","""По данным следствия, 14 декабря 2022 года поздним вечером 68-летняя женщина, жительница села Хадакта, пострадала от нападения двух собак, которые содержатся в частном домовладении без привязи"", - говорится в сообщении."
2407,Происшествия,Происшествия,В Забайкалье собаки насмерть загрызли пенсионерку,"Вчера вечером, 14 декабря, в селе Хадакта Забайкальского края домашние собаки насмерть загрызли 68-летнюю местную жительницу."
2408,Происшествия,Происшествия,Собаки загрызли пенсионерку в Забайкалье,Следком региона возбудил уголовное дело после нападения собак на 68-летнюю жительницу села Хадакта в Улётовском районе Забайкалья.
2409,Происшествия,Происшествия,Пенсионерка в селе Забайкалья скончалась после нападения собак,Следователи возбудили уголовное дело по факту гибели пенсионерки после нападения собак в селе Хадакта Улётовского района.
2410,Происшествия,Происшествия,Пенсионерка погибла после нападения собак в Улётовском районе,Следователи возбудили уголовное дело по факту смерти женщины из-за нападения собак.
2411,Происшествия,Происшествия,Собаки насмерть закусали пенсионерку из села Хадакта в Забайкалье 14 декабря,Следком региона возбудил уголовное дело после нападения собак на 68-летнюю жительницу села Хадакта в Улётовском районе Забайкалья.
2412,Происшествия,Происшествия,Пенсионерка погибла после нападения собак в селе Забайкалья,"Утром 15 декабря в селе Хадакте Улётовского района нашли труп 68-летней женщины – на её теле были следы от укусов собак, сообщили в пресс-службе СУ СКР по Забайкальскому краю."
2413,Происшествия,Происшествия,Домашние псы насмерть загрызли женщину в Забайкалье,Женщину 1954 года рождения обнаружили мертвой в селе Хадакта Улетовского района со следам укусов на теле — ее насмерть загрызли два домашних пса.
2414,Происшествия,Происшествия,Цепные собаки насмерть загрызли пенсионерку в селе Хадакта (18+),Следователи возбудили уголовное дело по факту гибели пожилой женщины от укусов цепных собак в селе Хадакта Улётовского района.
2415,Происшествия,Происшествия,Пенсионерка скончалась в селе Забайкалья после укусов собак,Пенсионерка скончалась в селе Хадакта Улётовского района Забайкальского края в ночь на 15 декабря после укусов от домашних собак.
2416,Происшествия,Происшествия,"«С бабушкой и дедушкой никто их не отпустит»: что ждёт детей, грозившихся выпрыгнуть из окна в Калининграде","Троих детей, которые накануне заперлись в квартире и грозились выпрыгнуть из окна, не отпустят на родину с бабушкой и дедушкой, если родители не сумеют договориться."
2417,Происшествия,Происшествия,Грозились выпрыгнуть из окна: дети закрылись в квартире и угрожали прыгнуть из-за насилия со стороны родной матери,"Следственный комитет Калининграде начал доследственную проверку информации о насилии над тремя детьми со стороны их матери, сообщает klops.ru, ссылаясь на пресс-службу ведомства."
2418,Происшествия,Происшествия,"Едва не довели до самоубийства: дети дошли до края, чтобы их услышали","В Калининграде трое детей заперлись в квартире жилого дома и, угрожая спрыгнуть с четвертого этажа, требовали, чтобы компетентные органы обратили на них внимание."
2419,Происшествия,Происшествия,Следственный Комитет проверит происшествие с детьми в Калининградской области,"Следственными органами Следственного комитета Российской Федерации по Калининградской организована проверка по сообщению о том, что трое несовершеннолетних детей закрылись в квартире на четвертом этаже многоквартирного жилого дома в Калининграде и угрожали выпрыгнуть из окна."
2420,Происшествия,Происшествия,"В Калининграде дети, закрывшиеся в квартире от матери, неоднократно жаловались в полицию","Вчера, 14 декабря 2022 года, в полицию поступила информация, что трое детей – мальчики 16 и 10 лет и 13-летняя девочка – закрылись в квартире на четвёртом этаже многоэтажного дома в Калининграде, откуда вели прямую трансляцию."
2421,Происшествия,Происшествия,"Россиянин умер на улице, не получив помощь от прохожих","По словам пользователей, это произошло на проспекте Столетия — мужчина упал на землю и пролежал примерно полчаса, прежде чем кто-то вызвал скорую."
2422,Происшествия,Происшествия,Во Владивостоке мужчина упал на улице и умер,Об этом пишет РИА Новости со ссылкой на минздрав Приморского края.Инцидент произошел около общежития колледжа на проспекте Столетия Владивостока около дома № 20-а.
2423,Происшествия,Происшествия,"Все проходили мимо: мужчина умирал на улице, а прохожие даже не подошли","Во Владивостоке мужчина упал на улице и лежал, пока прохожие равнодушно проходили мимо."
2424,Происшествия,Происшествия,"Житель Владивостока умер на улице из-за того, что ему не помог никто из прохожих",На проспекте Столетия Владивостока у общежития Владивостокского гуманитарно-коммерческого колледжа приморского крайпотребсоюза нашли тело мужчины.
2425,Происшествия,Происшествия,Во Владивостоке мужчина упал на улице и из-за равнодушия прохожих умер,"Возле Владивостокского гуманитарно-коммерческого колледжа Приморского крайпотребсоюза упал мужчина и не мог подняться, а местные жители проходили мимо."
2426,Происшествия,Происшествия,"Мужчина полчаса умирал на улице во Владивостоке, пока прохожие шли мимо","Во Владивостоке мужчина полчаса умирал на улице, пока прохожие игнорировали его."
2427,Происшествия,Происшествия,"Прохожие проходили мимо, пока мужчина лежал посреди улицы во Владивостоке и умирал","В коллeдже заявили, что по видeокамерам можно заметить, как пoсле падения люди прoходили мимо, а медиков вызвал один из студентов."
2428,Происшествия,Происшествия,"РИА Новости: во Владивостоке на улице умер мужчина, не найдя помощи у прохожих","Мужчина упал на улице во Владивостоке, горожане шли мимо и не помогли ему."
2429,Происшествия,Происшествия,"Во Владивостоке мужчина умер на улице, не найдя помощи у прохожих","Призывы о помощи не помогли – люди проходили мимо, пишет РИА Новости со ссылкой на очевидцев."
2430,Происшествия,Происшествия,Мужчина упал и умер на улице Владивостока на глазах равнодушных прохожих,"Мужчина упал возле здания на проспекте Столетия во Владивостоке и умер, не дождавшись оказания помощи."
2431,Происшествия,Происшествия,Во Владивостоке жители прошли мимо умирающего мужчины,"Почти полчаса прохожие игнорировали потерявшего сознания человека, сообщает РИА VladNews со ссылкой на Telegram-канал ВОСТОК-МЕДИА.«Мужчина шел вдоль гуманитарного колледжа, когда ему стало плохо и он рухнул на асфальт, — говорится в сообщении."
2432,Происшествия,Происшествия,Во Владивостоке прохожие не помогли умирающему мужчине,"Во Владивостоке мужчина упал посреди улицы и лежал, пока люди проходили мимо него."
2433,Происшествия,Происшествия,«И никто не помог». Во Владивостоке на глазах у прохожих умер мужчина,"На кадрах с камеры видеонаблюдения видно, что мужчина подошел к легковому автомобилю и резко упал."
2434,Происшествия,Происшествия,Равнодушие окружающих стоило мужчине из Владивостока жизни,"Житель Владивостока упал прямо на улице и умер, не найдя помощи у проходящих мимо граждан."
2435,Происшествия,Происшествия,Во Владивостоке мужчина умер на глазах у прохожих,"Никто из прохожих быстро не вызвал скорую помощь, а когда медики все-таки приехали, мужчина был уже мертв."
2436,Происшествия,Происшествия,Прохожие оставили человека умирать посреди улицы во Владивостоке,"Мужчина упал на улице во Владивостоке и лежал, пока мимо проходили люди."
2437,Происшествия,Происшествия,Во Владивостоке умер мужчина из-за равнодушия прохожих,"Мужчина упал посреди улицы во Владивостоке и лежал, пока горожане проходили мимо."
2438,Происшествия,Происшествия,"Мужчина умер на улице Владивостока, не найдя помощи у прохожих","Посреди улицы во Владивостоке упал мужчина и лежал, пока в этот момент горожане проходили мимо. он был мертв к моменту прибытия скорой помощи."
2439,Происшествия,Происшествия,"Во Владивостоке мужчина умер после того, как упал на улице, а люди проходили мимо","По словам пользователей, это произошло на проспекте Столетия: мужчина упал на землю и пролежал примерно полчаса, прежде чем кто-то вызвал скорую."
2440,Происшествия,Происшествия,Мужчина 20 минут умирал на земле прямо на глазах прохожих во Владивостоке,"Молодой человек погибал на глазах прохожих, и если бы вовремя вызвали скорую, его могли бы спасти."
2441,Происшествия,Происшествия,Равнодушие жителей Приморья привело к смерти человека,Он упал навзничь около гуманитарного колледжа на прк-те 100-летия Владивостоку.
2442,Происшествия,Происшествия,Равнодушие убивает: в столице посреди оживлённой улицы скончался мужчина,"Ужасающий случай произошёл на улице проспект 100-летия Владивостока, вблизи Владивостокского гуманитарно-коммерческого колледжа в одно мгновенье на дорогу упал 30-летний мужчина."
2443,Происшествия,Происшествия,Мужчина умер на глазах прохожих во Владивостоке: полчаса все проходили мимо,"«Возможно, молодой человек мог бы выжить, если бы очевидцы вовремя вызвали скорую."
2444,Происшествия,Происшествия,Житель Владивостока скончался на ледяной дороге на глазах у прохожих,На проспекте 100-летия Владивостока минувшим вечером произошла трагедия.
2445,Происшествия,Происшествия,Во Владивостоке мужчина упал на скользкой дороге и больше не встал,"Мужчина поскользнулся возле общежития, упал и больше не встал."
0,Политика,Политика,Путин: расчет Запада на уничтожение экономики России не оправдался,"Президент России Владимир Путин в ходе заседания совета по стратегическому развитию и национальным проектам заявил, что благодаря сплоченности и отвественности граждан расчет Запада на уничтожение российской экономики не оправдался."
1,Политика,Политика,Путин заявил о крахе плана Запада по разрушению российской экономике,В ходе заседания совета по стратегическому развитию и национальным проектам президент РФ Владимир Путин сообщил о провале плана Запада по разрушению российской экономике.
2,Политика,Политика,Путин: Расчет Запада на разрушение экономики России не оправдался,"Российский лидер Владимир Путин выступил на заседании Совета по стратегическому развитию и нацпроектам, назвав несбывшимся план западных держав по разрушению российской экономики с помощью санкций."
3,Политика,Политика,Путин назвал неоправдавшимся расчет Запада на разрушение экономики РФ,Президент России Владимир Путин назвал провальными планы западных стран по разрушению российской экономики.
4,Политика,Политика,Расчет на грабеж и санкции не оправдался: Владимир Путин дал оценку «эффективности» экономической войны пртив России,"Глава государства напомнил, что коллективный Запад всерьез рассчитывал за счет беспрецедентной санкционной агрессии и грабёжа российских валютных резервов ""смять нашу экономику"" и обвалить рубль, спровоцировав разрушительную инфляцию."
5,Политика,Политика,В Генштабе ВСУ назвали невозможным новогоднее перемирие,"Заместитель начальника главного оперативного управления Генштаба украинских войск Алексей Громов назвал вопрос о временном прекращении огня интересным, однако заявил, что новогоднее перемирие невозможно."
6,Политика,Политика,Украинская военщина не планирует временное прекращение войны на Новый год,Заместитель начальника главного оперативного управления генерального штаба украинских войск Алексей Громов категорически против временного прекращения огня на Украине на Новый год.
7,Политика,Политика,Генштаб ВСУ выступил против прекращения огня на Новый год,Заместитель начальника Главного оперативного управления Генерального штаба ВСУ Алексей Громов ответил на вопросы журналистов на брифинге в четверг о возможности временного прекращения огня в новогоднюю ночь.
8,Политика,Политика,Киев выступил против перемирия на время праздников,"До этого пресс-секретарь президента РФ Дмитрий Песков сообщал, что от украинских властей не поступало предложений о перемирии на время новогодних праздников."
9,Политика,Политика,Замглавы Генштаба ВСУ Громов выступил против прекращения огня на Украине на Новый год,Замначальника главного оперативного управления генерального штаба украинских войск Алексей Громов выступил против временного прекращения боевых действий на Украине на Новый год.
10,Политика,Политика,Российские военные уничтожили три крупных склада с боеприпасами ВСУ,"Отмечается, что склады ранее были обнаружены в Херсонской, Харьковской и Запорожской областях."
11,Политика,Политика,ВС РФ разбили склады ВСУ в Купянске и Херсонской области,"Российская армия ликвидировала три военных склада ВСУ в районе Купянска в Харьковской области, на территории населенного пункта Тягинка в Херсонской области, а также в городе Орехов в Запорожье."
12,Политика,Политика,Попрощайтесь с ракетами. Русские военные лишили ВСУ трёх складов,"Русские военные лишили ВСУ трёх складов в Купянске, Херсонщине и Запорожье, сообщает Минобороны России."
13,Политика,Политика,"ВС России уничтожили склады ВСУ в Харьковской, Херсонской и Запорожской областях","Как сообщило Минобороны, склады уничтожены в районе города Купянска (Харьковская область), в районе Тягинки (Херсонская область) и в городе Орехове (Запорожская область)."
14,Политика,Политика,В Минобороны России сообщили об ударах по складам ВСУ,"Российские войска нанесли удары по складам Вооруженных сил Украины (ВСУ) в Харьковской, Херсонской и Запорожской областях."
15,Политика,Политика,В Кремле опровергли слухи об отставке Лаврова,"Традиционно я вам отвечу: относитесь соответствующим образом к таким слухам, — передает слова представителя Кремля РИА Новости."
16,Политика,Политика,Песков назвал слухами предположения об отставке Лаврова,Ранее в некоторых Telegram-каналах появились сообщения о начале обсуждения вероятных кандидатов на пост главы МИД России на случай возможной отставки главы ведомства Сергея Лаврова.
17,Политика,Политика,Песков призвал отнестись соответствующим образом к слухам о смене главы МИД Лаврова,В социальных сетях появилась информация о подборе нового кандидата на пост Сергея Лаврова.
18,Политика,Политика,Песков призвал отнестись соответствующим образом к слухам о смене главы МИД Лаврова,Пресс-секретарь президента России Дмитрий Песков 15 декабря назвал слухами публикации про возможную смену главы МИД РФ Сергея Лаврова и посоветовал относиться к ним соответствующим образом.
19,Политика,Политика,В Кремле ответили на слухи об «отставке» Лаврова,"По словам кремлевского спикера, данные о том, что Лавров уйдет с должности, не более, чем слухи. слухами публикации про возможную смену главы МИД РФ и посоветовал относится к ним соответствующим образом."
20,Политика,Политика,Washington Post: Запад готовится к развитию сценария Судного дня для Киева,Масштабные повреждения украинской энергетической инфраструктуры заставили Запад готовиться к худшему исходу для киевского режима.
21,Политика,Политика,Washington Post: в США заговорили о сценарии Судного дня для Киева,"""Сценарий Судного дня, известный как кризис платежного баланса"", - говорится в материале."
22,Политика,Политика,The Washington Post: Из-за повреждения украинских энергосистем Запад готовится к худшим вариантам развития конфликта,"Из-за многочисленных повреждений энергетикой инфраструктуры Запад готовится к худшим вариантам развития конфликта, пишет The Washington Post."
23,Политика,Политика,Вашингтон начал рассматривать худший сценарий развития конфликта на Украине — WP,Американская администрация начала рассматривать худший сценарий развития украинского конфликта.
24,Политика,Политика,Запад предсказывает ухудшение ситуации на Украине,"Западные эксперты прогнозируют ухудшение ситуации на Украине в связи со значительными повреждениями украинской энергетической инфраструктуры, вызванными ракетными ударами вооруженных сил России, 15 декабря пишет американское издание The Washington Post."
25,Политика,Политика,Читатели Die Welt подвергли критике слова Шольца о планах России,"Напомним, что во время своего выступления в немецком парламенте Олаф Шольц заявил, что Владимир Путин якобы просчитался, поэтому не смог реализовать свои планы относительно Украины."
26,Политика,Политика,Немцы пришли в ужас после слов Шольца о планах Путина касательно украинского вопроса,Аудитория немецкого издания Die Welt пришла в бешенство после слов канцлера Германии Олафа Шольца о планах российского президента Владимира Путина касательно украинского конфликта.
27,Политика,Политика,Читатели немецкой газеты Die Welt подвергли критике слова Шольца о планах Путина по Украине,"Шольца раскритиковали о его словах про планы Путина Недавнее заявление лидера Германии Олафа Шольца о том, что якобы не один из планов президента РФ Владимира Путина не смог сработать и Евросоюз продолжит оказывать военную и финансовую помощь Украине, подвергли критике читатели одной из самых влиятельных немецких ежедневных газет Die Welt."
28,Политика,Политика,Читатели Die Welt раскритиковали слова Шольца о планах Владимира Путина,"Реагируя на реплику Шольца о том, что ни один из планов Путина не осуществился, один из подписчиков отметил, что достаточно увидеть его счета за электричество, чтобы убедиться, что «кое-что из плана Путина сработало»."
29,Политика,Политика,Читатели Welt раскритиковали слова Шольца о планах Путина по Украине,"Читатели немецкой газеты Die Welt раскритиковали заявление канцлера ФРГ Олафа Шольца о том, что ни один из планов президента России Владимира Путина по Украине не сработал."
30,Политика,Политика,МИД РФ выразил недоумение из-за поставок Азербайджаном генераторов Киеву,"В ведомстве убеждены, что не тянущая на гуманитарную помощь Азербайджана не сможет принципиально поменять ситуацию."
31,Политика,Политика,Не тянет на «гуманитарку»: В России высказались о щедрости Баку в адрес Киева,"Азербайджан отправил на Украину ""гуманитарную помощь"" в виде электрооборудования: в частности, трансформаторы и генераторы."
32,Политика,Политика,МИД России выразил недоумение из-за поставок Азербайджаном генераторов Украине,"Представитель министерства иностранных дел России заявил, что «гуманитарная помощь» Украине от Азербайджана в виде электрооборудования вызывает недоумение российских политиков, информирует ТАСС."
33,Политика,Политика,Передача Баку генераторов Киеву вызывает у России недоумение: источник в МИД РФ,"Источник в МИД России сообщил ТАСС, что подобный шаг со стороны Баку вызывает недоумение – в рамках специальной военной операции ВС России уничтожают критическую инфраструктуру Украины, использующуюся киевским режимом для военных нужд."
34,Политика,Политика,МИД РФ: Решение Баку передать Киеву генераторы вызывает недоумение у Москвы,Решение Баку передать Киеву трансформаторы и генераторы в качестве гуманитарной помощи вызывает недоумение у Москвы.
35,Политика,Политика,Ватикан извинился перед РФ за слова Папы Римского о жестокости чеченцев,"Ватикан принес извинения за слова Папы Римского Франциска о жестокости чеченцев и бурятов в ВС РФ, заявила официальный представитель МИДа России Мария Захарова на брифинге."
36,Политика,Политика,Ватикан извинился за слова Папы Римского о жестокости чеченцев и бурятов,Ватикан направил по дипломатическим каналам извинения за слова Понтифика о жестокости чеченцев и бурят во время спецоперации на Украине.
37,Политика,Политика,Папа Римский принес извинения за слова о бурятах и чеченцах,"Недавно Папа Римский Франциск высказывался, что во время СВО наиболее жестоко ведут себя представители народов, «воспитанных вне русской традиции», приведя в пример, в частности, бурятов и чеченцев."
38,Политика,Политика,Ватикан извинился перед Россией за чеченцев с бурятами,"""Как раз буквально в эти часы по дипломатическим каналам из Ватикана получено обращение, которое содержит официальное заявление от имени государственного секретаря Святого Престола Пьетро Паролина в связи с упомянутым высказыванием понтифика"", - сказала Захарова на брифинге."
39,Политика,Политика,МИД России: Ватикан принёс извинения за слова Папы о жестокости бурятов и чеченцев в зоне СВО,"Ранее папа Римский Франциск заявил: ««Как правило, самые жестокие в российской армии солдаты – это люди нерусской национальности, не принадлежащие к русской традиции, в том числе, чеченцы, буряты и другие»."
